DATE,Facility_Type,County,Case_Count
2021-03-24 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,39
2021-03-24 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,53
2021-03-24 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-03-24 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-03-24 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-03-24 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-03-31 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,52
2021-03-31 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,58
2021-03-31 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-03-31 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-03-31 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-03-31 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-04-07 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,88
2021-04-07 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,80
2021-04-07 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-04-07 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-04-07 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-04-07 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-04-14 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,85
2021-04-14 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,86
2021-04-14 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-04-14 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-04-14 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-04-14 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-04-14 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,85
2021-04-14 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,86
2021-04-14 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-04-14 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-04-14 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-04-14 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2020-04-21 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,55
2020-04-21 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,40
2020-04-21 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2020-04-21 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2020-04-21 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2020-04-21 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-04-28 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,62
2021-04-28 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,117
2021-04-28 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-04-28 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-04-28 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-04-28 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-04-28 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,62
2021-04-28 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,117
2021-04-28 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-04-28 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-04-28 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-04-28 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-05-05 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,101
2021-05-05 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,164
2021-05-05 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-05-05 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-05-05 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-05-05 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-05-05 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,101
2021-05-05 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,164
2021-05-05 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-05-05 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-05-05 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-05-05 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-05-13 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,91
2021-05-13 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,156
2021-05-13 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-05-13 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-05-13 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-05-13 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-05-19 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,31
2021-05-19 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,46
2021-05-19 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-05-19 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-05-19 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-05-19 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-05-19 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-05-19 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-05-19 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-05-19 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-05-19 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-05-19 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-05-26 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-05-26 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-05-26 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-05-26 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-05-26 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-05-26 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-06-02 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-02 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-02 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-06-02 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-06-02 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-06-02 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-06-09 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-09 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-09 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-06-09 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-06-09 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-06-09 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-06-09 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-09 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-09 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-06-09 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-06-09 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-06-09 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-06-16 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-16 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-16 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-06-16 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-06-16 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-06-16 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-06-16 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-16 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-16 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-06-16 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-06-16 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-06-16 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-06-23 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-23 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-23 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-06-23 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-06-23 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-06-23 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-06-23 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-23 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-23 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-06-23 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-06-23 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-06-23 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-06-30 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-30 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-30 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-06-30 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-06-30 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-06-30 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-06-30 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-30 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-06-30 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-06-30 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-06-30 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-06-30 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-07-07 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-07-07 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-07-07 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-07-07 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-07-07 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-07-07 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-07-07 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-07-07 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,0
2021-07-07 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-07-07 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-07-07 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-07-07 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-07-14 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,27
2021-07-14 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,9
2021-07-14 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-07-14 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-07-14 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-07-14 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-07-21 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,27
2021-07-21 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,9
2021-07-21 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-07-21 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-07-21 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-07-21 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-07-28 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,27
2021-07-28 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,9
2021-07-28 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-07-28 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-07-28 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-07-28 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-08-04 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,114
2021-08-04 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,165
2021-08-04 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-08-04 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-08-04 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-08-04 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-08-11 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,57
2021-08-11 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,58
2021-08-11 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-08-11 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-08-11 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-08-11 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-08-11 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,57
2021-08-11 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,58
2021-08-11 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-08-11 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-08-11 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-08-11 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-08-18 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,112
2021-08-18 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,172
2021-08-18 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-08-18 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-08-18 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-08-18 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-08-25 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,104
2021-08-25 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,165
2021-08-25 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-08-25 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-08-25 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-08-25 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-08-25 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,104
2021-08-25 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,165
2021-08-25 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-08-25 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-08-25 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-08-25 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-08-25 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,104
2021-08-25 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,165
2021-08-25 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-08-25 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-08-25 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-08-25 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-09-01 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,74
2021-09-01 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,76
2021-09-01 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-09-01 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-09-01 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-09-01 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-09-08 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,126
2021-09-08 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,185
2021-09-08 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-09-08 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-09-08 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-09-08 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-09-15 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,155
2021-09-15 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,196
2021-09-15 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-09-15 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-09-15 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-09-15 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-09-22 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,58
2021-09-22 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,37
2021-09-22 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-09-22 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-09-22 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-09-22 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-09-29 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,24
2021-09-29 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,11
2021-09-29 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-09-29 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-09-29 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-09-29 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-10-06 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,68
2021-10-06 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,131
2021-10-06 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-10-06 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-10-06 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-10-06 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-10-06 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,68
2021-10-06 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,131
2021-10-06 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-10-06 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-10-06 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-10-06 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-10-13 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,68
2021-10-13 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,131
2021-10-13 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-10-13 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-10-13 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-10-13 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-10-20 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,73
2021-10-20 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,59
2021-10-20 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-10-20 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-10-20 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-10-20 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-10-27 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,76
2021-10-27 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,76
2021-10-27 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-10-27 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-10-27 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-10-27 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-10-27 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,76
2021-10-27 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,76
2021-10-27 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-10-27 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-10-27 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-10-27 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-10-27 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,76
2021-10-27 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,76
2021-10-27 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-10-27 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-10-27 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-10-27 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-11-03 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,101
2021-11-03 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,177
2021-11-03 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-11-03 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-11-03 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-11-03 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-11-03 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,101
2021-11-03 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,177
2021-11-03 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-11-03 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-11-03 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-11-03 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-11-03 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,101
2021-11-03 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,177
2021-11-03 11:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-11-03 11:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-11-03 11:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-11-03 11:00:00,Youth: State and Local Affected Facilities,Charles,0
2021-11-10 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,60
2021-11-10 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Charles,127
2021-11-10 10:00:00,Staff: State and Local Affected Facilities,Charles,0
2021-11-10 10:00:00,Patients: State and Local Affected Facilities,Charles,0
2021-11-10 10:00:00,Inmates: State and Local Affected Facilities,Charles,0
2021-11-10 10:00:00,Youth: State and Local Affected Facilities,Charles,0
2020-04-29 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,0
2020-04-29 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,0
2020-04-29 10:00:00,Staff: State and Local Affected Facilities,Dorchester,0
2020-04-29 10:00:00,Patients: State and Local Affected Facilities,Dorchester,0
2020-04-29 10:00:00,Inmates: State and Local Affected Facilities,Dorchester,0
2020-04-29 10:00:00,Youth: State and Local Affected Facilities,Dorchester,0
2020-05-06 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,1
2020-05-06 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,0
2020-05-06 10:00:00,Staff: State and Local Affected Facilities,Dorchester,0
2020-05-06 10:00:00,Patients: State and Local Affected Facilities,Dorchester,0
2020-05-06 10:00:00,Inmates: State and Local Affected Facilities,Dorchester,0
2020-05-06 10:00:00,Youth: State and Local Affected Facilities,Dorchester,0
2020-05-13 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,2
2020-05-13 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,0
2020-05-13 10:00:00,Staff: State and Local Affected Facilities,Dorchester,3
2020-05-13 10:00:00,Patients: State and Local Affected Facilities,Dorchester,0
2020-05-13 10:00:00,Inmates: State and Local Affected Facilities,Dorchester,0
2020-05-13 10:00:00,Youth: State and Local Affected Facilities,Dorchester,0
2020-05-20 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,2
2020-05-20 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,0
2020-05-20 10:00:00,Staff: State and Local Affected Facilities,Dorchester,3
2020-05-20 10:00:00,Patients: State and Local Affected Facilities,Dorchester,0
2020-05-20 10:00:00,Inmates: State and Local Affected Facilities,Dorchester,0
2020-05-20 10:00:00,Youth: State and Local Affected Facilities,Dorchester,0
2020-05-27 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,3
2020-05-27 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,0
2020-05-27 10:00:00,Staff: State and Local Affected Facilities,Dorchester,3
2020-05-27 10:00:00,Patients: State and Local Affected Facilities,Dorchester,0
2020-05-27 10:00:00,Inmates: State and Local Affected Facilities,Dorchester,0
2020-05-27 10:00:00,Youth: State and Local Affected Facilities,Dorchester,0
2020-06-03 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,5
2020-06-03 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,3
2020-06-03 10:00:00,Staff: State and Local Affected Facilities,Dorchester,3
2020-06-03 10:00:00,Patients: State and Local Affected Facilities,Dorchester,0
2020-06-03 10:00:00,Inmates: State and Local Affected Facilities,Dorchester,0
2020-06-03 10:00:00,Youth: State and Local Affected Facilities,Dorchester,0
2020-06-10 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,8
2020-06-10 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Dorchester,5
2020-06-10 10:00:00,Staff: State and Local Affected Facilities,Dorchester,0
2020-06-10 10:00:00,Patients: State and Local Affected Facilities,Dorchester,0
2020-06-10 10:00:00,Inmates: State and Local Affected Facilities,Dorchester,0
2020-06-10 10:00:00,Youth: State and Local Affected Facilities,Dorchester,0
